X,Y,Gush,Helka,Shem atar rashi,mispar siduri,ktuvet,Anaf peilut mezahamet,Peelut mezahemet,Matzav Minhali,Sug tipul,Status gas karka,Drisha lemigun mivnim,Moed thilat tipul,Moed sium tipul,Taarich idkun
181749,663496,6164,243,גונן - אשכול 4 גני ילדים  ,6145,רחוב גונן,,-,-,-,הוכח זיהום,------,2014,,2015
182952,664955,6168,157,גן הילדים סביון,6144,פועלי הרכבת 24,,-,-,-,הוכח זיהום,טרם נבדק,2008,,2015
181311,665136,7105,94,גבעתיים היי - מגדל 4 (גבעתיים סיטי 2),6143,ערבי נחל 9 ,,-,-,-,הוכח זיהום,טרם נבדק,2009,,2015
181367,665072,5294,214,סנטרל הייטס - ערבי נחל 13 - 9  ,6142,ערבי נחל 13 - 9,,-,-,-,הוכח זיהום,לא,2011,,2015
183018,665155,6168,347,סירקין 40,6141,סירקין 40,,-,-,-,הוכח זיהום,כן,2011,,2015
183306,664800,6166,229,סירקין 4 ,6140,סירקין 4,,-,-,-,הוכח זיהום,טרם נבדק,2008,,2015
183526,665189,6168,717,מכבסת וייס יולט,6139,סירקין 33,,-,-,-,הוכח זיהום,כן,2007,,2015
182890,665120,6168,236,סירקין 28-30,6138,סירקין 28-30,,-,-,-,הוכח זיהום,כן,2006,,2015
176979,658088,7128,320,הולמס פלייס,7259,יוספטל 92 בת ים,,אנרגיה,בשיקום,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
181291,665241,7105,138,סיטי גבעתיים - רחוב שפע טל,6151,-,,-,-,-,הוכח זיהום,כן,2010,,2015
182700,663100,6156,471,גב-431,6150,-,,-,-,-,הוכח זיהום,טרם נבדק,2005,,2015
183176,665089,6166,707,שינקין 48 - מגדלי רותם שני,6148,שינקין 48,,-,-,-,הוכח זיהום,טרם נבדק,2007,,2015
182162,665204,6166,324,מכבסת אלדורף רונן,6147,שינקין 34,,-,-,-,הוכח זיהום,לא,2009,,2015
182388,664224,6161,256,שדה בוקר 6 ,6146,שדה בוקר 6,,-,-,-,הוכח זיהום,כן,2008,,2015
182600,663104,6156,610,גב - 538 - אבן השוהם - מתחם כורזין,6136,מתחם כורזין - רחוב תפוצות ישראל 15 א' ו - 15 ב',,-,-,-,הוכח זיהום,טרם נבדק,2011,,2015
182762,663061,6156,471,גב 418  -ב,6135,מתחם כורזין,,-,-,-,הוכח זיהום,טרם נבדק,2009,,2015
181970,664520,6154,444,לה 52,6134,לה 52,,-,-,-,הוכח זיהום,טרם נבדק,2011,,2015
182174,664686,6155,400,מכבסה כצנלסון,6133,כצנלסון 9 ,,-,-,-,הוכח זיהום,טרם נבדק,2010,,2015
181451,664745,6155,500,כצנלסון 6-4-2,6132,כצנלסון 6-4-2,,-,-,-,הוכח זיהום,לא,2012,,2015
183199,665180,6166,268,מכבסת גלים,6131,כצנלסון 146,,-,-,-,הוכח זיהום,כן,2008,,2015
182768,662941,6156,1,מגדלי יהלומי גבעתיים גב 555 מגדל  מולדבסקי ,6130,כורזין ,,-,-,-,הוכח זיהום,כן,2008,,2015
181629,664329,6154,235,טייבר 28,6129,טייבר 28,,-,-,חפירה וסילוק,הוכח זיהום,כן,2007,,2015
181860,664395,6154,234,טייבר 26,6128,טייבר 26,,-,-,-,הוכח זיהום,טרם נבדק,2012,,2015
182096,664783,6168,127,וייצמן 6 א',6127,וייצמן 6 א',,-,-,-,הוכח זיהום,טרם נבדק,2011,,2015
182082,664508,6161,677,וייצמן 29 - 31 ,6126,וייצמן 29 - 31 ,,-,-,-,הוכח זיהום,------,2014,,2015
181229,665373,7105,145,גב 500 א ,6114,גב 500 א,,-,-,-,הוכח זיהום,------,,,2015
182100,664041,6161,180,גב - 569 גולומב 20 - 2,6113,גב - 569 גולומב 20 - 2,,-,-,-,הוכח זיהום,------,,,2015
181282,665255,7105,140,גב - 380 א,6112,גב - 380 א,,-,-,-,הוכח זיהום,------,,,2015
182261,664483,6160,445,ברדיצ'בסקי 31,6111,ברדיצ'בסקי 31,,-,-,-,הוכח זיהום,------,,,2015
182042,664017,6154,91,הצנחנים 30,6125,הצנחנים 30,,-,-,-,הוכח זיהום,------,,,2015
181490,664460,6154,582,"הפלמ""ח 5",6124,"הפלמ""ח 5",,-,-,-,הוכח זיהום,------,,,2015
182502,664253,6161,109,המעין 42,6123,המעיין 42,,-,-,-,הוכח זיהום,------,,,2015
182691,665433,6167,52,המעורר 13,6122,המעורר 13,,-,-,-,הוכח זיהום,------,,,2015
182630,665293,6167,52,המעורר 11,6121,המעורר 11,,-,-,-,הוכח זיהום,------,,,2015
182349,665357,6167,400,המעורר 10,6120,המעורר 10,,-,-,-,הוכח זיהום,------,,,2015
182892,664911,6166,136,המעגל 15 ,6119,המעגל 15,,-,-,-,הוכח זיהום,------,,,2015
182300,665230,6127,558,המכתש - גב 390 א - שטח יורוקום,6118,המכתש,,-,-,-,הוכח זיהום,------,,,2015
183043,665003,6168,463,הגורן 4,6117,הגורן 4,,-,-,-,הוכח זיהום,------,,,2015
181763,664259,6154,243,גנסין 9,6116,גנסין 9,,-,-,-,הוכח זיהום,------,,,2015
178392,658249,6746,312,בן ציון ישראלי 17 - 15,6110,בן ציון ישראלי 17 - 15,,-,-,-,הוכח זיהום,------,,,2015
183607,664648,6160,294,בן גוריון 210,6109,בן גוריון 210,,-,-,-,הוכח זיהום,------,,,2015
182373,665190,6167,46,"יורוקום נדלן בע""מ",6108,בורכוב 54,,-,-,-,הוכח זיהום,------,,,2015
182124,665132,6167,382,בורכוב 50,6107,בורכוב 50,,-,-,-,הוכח זיהום,------,,,2015
181908,665072,6167,419,בורכוב 34,6106,בורכוב 34,,-,-,-,הוכח זיהום,------,,,2015
181296,665219,7105,139,גבעתיים סיטי  ,6105,בורוכוב פינת ערבי נחל,,-,-,-,הוכח זיהום,------,,,2015
176438,659275,7149,99,ת.ד. אלון רוזנקרנץ (פרטי),6088,ירושלים 42  בת ים ,,-,-,-,הוכח זיהום,------,,,2015
176136,657109,7122,87,מוסך דן,6079,העמל 14 או הקוממיות 14,,-,-,-,הוכח זיהום,------,,,2015
176426,657419,7123,91,ת.ד. הכוכב,6068,העבודה / אהוד קינמון 22,,-,-,אין צורך בטיפול,הוכח זיהום,לא,2014,,2015
176150,657400,7123,94,שופרסל - אורט ישראל 25-27,6057,אורט ישראל 25-27,,-,-,-,הוכח זיהום,------,,,2015
183520,667060,,,מוסך חניון דן,6051,רח' ראול ולנברג 3 תל-אביב - יפו,,מוסך אחר,-,-,הוכח זיהום,------,,,2015
183510,666480,6196,"98,97",בר כוכבא 16,6049,"רחוב בר כוכבא 16, בני ברק",,מוסך אחר,בשיקום,-,הוכח זיהום,------,,,2015
185000,666480,6192,556,תחנת דלק- סונול רימונים ,6046,נפחא 23 פינת אהרונוביץ,,תחנת תדלוק,בסקירה,-,הוכח זיהום,------,,,2015
183908,667811,6634,98,תחנת דלק- אלון דור איצטדיון ,6045,מבצע קדש 60,,תחנת תדלוק,בשיקום,-,הוכח זיהום,------,,,2015
184258,667877,6642,21-22 ב',"לח""י 13-15 מגדלי עמיר ",6044,"לח""י 13-15 מגדלי עמיר ",,-,בסקירה,-,הוכח זיהום,------,,,2015
185346,664615,6185,89,תחנת דלק- פז יציב,6041,יוחנן סנדלר,,תחנת תדלוק,בשיקום,-,הוכח זיהום,------,,,2015
183560,666510,6196,146,תחנת דלק- דלק  אלון ארגמן,6039,ז'בוטינסקי 5,,תחנת תדלוק,יצא מכתב NFA ללא שיקום,-,הוכח זיהום,------,,,2015
183621,666291,6123,835,מוסך אצבעוני הרצוג 17 ,6037,הרצוג 17,,מוסך רכב פרטי,-,-,הוכח זיהום,------,,,2015
176136,657109,7122,87,תחנת דלק- מוסך דן ,6036,העמל 14,,תחנת תדלוק,יצא מכתב NFA ללא שיקום,-,הוכח זיהום,------,,,2015
180124,660234,6027,50,ישעיהו זלצר,6017,דרך השבעה 1 אזור,,מוסך רכב פרטי,בסקירה,-,הוכח זיהום,------,,,2015
180673,659766,6011,"חלקן: 197,193",ויצמן חלפים,6016,דרך השבעה 6,,מוסך רכב פרטי,שוקם ויצא מכתב NFA,-,הוכח זיהום,------,,,2015
187025,658875,7216,16,מוסך עופרה ,6005,"משה אביב, א.ת. אור יהודה",,מוסך רכב פרטי,שוקם ויצא מכתב NFA,-,הוכח זיהום,------,,,2015
185833,660090,6226,42,מאא 545 ,6001,"רחוב התעשיה 7, אור יהודה",,מוסך רכב פרטי,בסקירה,-,הוכח זיהום,------,,,2015
181140,657590,6804,15,ביטר פלס,6013,כביש 44,,אחר,שוקם ויצא מכתב NFA,-,הוכח זיהום,------,,,2015
190370,670677,6235,406,מגרש 5 ,7261,החרש 5,,פסולת אחר,בסקירה,-,הוכח זיהום,------,,,11.05.2020
203355,742810,11210,51,מחצבה 4.5 מגרש 17,7262,"בין דרך דורי, הטכניון ודרך בר יהודה נשר",,פסולת אחר,"נסתיימה סקירה, אין צורך בשיקום, יצא מכתב NFA",חפירה וסילוק,נבדק ולא נמצא זיהום,לא,2011,,19.08.2020
254076,794079,13460,59,תחנת דלק- כפר גלעדי,5206,מחצבות כפר כלעדי,,תחנת תדלוק,בסקירה,-,הוכח זיהום,------,,,2014
270810,793130,אין ,אין,תחנת דלק- דלק מסעדה,5205,על כביש 98 בכניסה למסעדה,,תחנת תדלוק,בשיקום,-,הוכח זיהום,------,,,2014
272367,787191,202000,8,תחנת דלק- פז אלרום (פרטית) ,5197,בתוך קיבוץ אל רום- תחנה פנימית,,תחנת תדלוק,בשיקום,-,הוכח זיהום,------,,,2014
253615,769317,13815,19,תחנת דלק- אברך איילת השחר,5179,קיבוץ איילת השחר,,תחנת תדלוק,בסקירה,-,הוכח זיהום,------,,,2014
272861,782061,201023,28,תחנת דלק- מרום גולן (פרטית),5196,קיבוץ מרום גולן,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,------,,,2014
226314,768934,18733,2,תחנת דלק- פז מעלות,5176,כניסה המערבית למעלות תרשיחא.,,תחנת תדלוק,בשיקום,-,הוכח זיהום,------,,,2014
209437,767835,18172,"35-36, 42-47, 127-128",תחנת דלק- אגד נהריה,5171,"שדרות הגעתון, נהריה",,תחנת תדלוק,בסקירה,-,הוכח זיהום,------,,,2014
229579,766517,19078,17,תחנת דלק- פז פקיעין,5170,"כביש 864 , פקיעין החדשה-צומת חוסן",,תחנת תדלוק,בסקירה,-,הוכח זיהום,------,,,2014
209346,766128,18133,11,תחנת דלק- פז נהריה,5166,"דרך גדוד 21 , הכניסה הדרומית לנהריה.",,תחנת תדלוק,שוקם ויצא מכתב NFA,-,הוכח זיהום,------,,,2014
267033,765997,201000,8,תחנת דלק- פז קצרין,5165,"אזור התעשיה, קצרין",,תחנת תדלוק,בסקירה,-,הוכח זיהום,------,,,2014
246816,763981,13052,55,תחנת דלק- אגד צפת,5151,"בסמוך לכיכר העצמאות וכיכר דניאל בעיר צפת,",,תחנת תדלוק,בסקירה,-,הוכח זיהום,------,,,2014
255669,764653,13959,"17,18",תחנת דלק- טובא זנגריה,5155,"כניסה לישוב טובא זנגריה, בגליל העליון",,תחנת תדלוק,בסקירה,-,הוכח זיהום,------,2010,,2014
215200,762470,18762,100,תחנת דלק- דיזול כפר יאסיף,5146,"על כביש 70, לכיוון דרום, כפר יאסיף",,תחנת תדלוק,בסקירה,-,הוכח זיהום,לא,2012,,2014
239646,732646,17037,126,תחנת דלק- פז כפר תבור,5047,בכניסה הדרומית לכפר תבור על כביש 65,,תחנת תדלוק,חקירה,-,הוכח זיהום,------,2004,,2020
235402,732337,16969,2,תחנת דלק- דור אלון דבוריה ,5045,"למרגלות התבור, בכניסה לכפר דבוריה",,תחנת תדלוק,לפני סקירה,-,הוכח זיהום,טרם נבדק,2012,,2020
254716,731712,15170,120,תחנת דלק- דלק הישנה קיבוץ אפיקים,5044,בין שער הקיבוץ לכביש 90,,תחנת תדלוק,בסקירה,-,הוכח זיהום,כן,2002,,2020
187593,665847,6372,"140,142-157,159",מתחם אנסקי,7265,רחוב אנסקי,,שפכים אחר,בסקירה,-,לא נבדק ויש חשד,------,,,14.04.2020
210288,730734,12779,18,הקדמה \העצמה 4,7266,הקדמה \העצמה 4,,מתכת,"נסתיימה סקירה, אין צורך בשיקום, יצא מכתב NFA",אין צורך בטיפול,הוכח זיהום,לא,01/11/2008,,2020
232610,727238,17206,10,תחנת דלק- דור אלון נין ,5032,"על כביש 65 צפון, בכניסה לכפר נין",,תחנת תדלוק,חקירה,-,הוכח זיהום,לא,2000,,2020
242226,727051,23245,3,תחנת דלק- פנימית קיבוץ גזית,5029,בתוך הקיבוץ,,תחנת תדלוק,בסקירה,חפירה וסילוק,הוכח זיהום,כן,2009,,2020
223139,720991,20726,4,תחנת דלק- פז תענכים,5014,"כביש 675, 900 מטר דרומית לצומת התענכים",,תחנת תדלוק,חקירה,-,הוכח זיהום,------,2013,,2020
226676,723240,16673,39,"תחנת דלק- סד""ש עפולה ",5021,בכניסה הישנה מעפולה לכיוון כביש הסרגל,,תחנת תדלוק,בסקירה,-,הוכח זיהום,------,2014,,2020
227929,722553,16696,66,"תחנת דלק- יעד, תמר עפולה",5018,רחוב החשמל 7 איזור תעשיה עפולה.,,תחנת תדלוק,שוקם ויצא מכתב NFA,חפירה וסילוק,הוכח זיהום,לא,2009,,2020
215113,722301,11806,91,אבגל- מדרך עוז,5017,מדרך עוז,,אחר,בסקירה,טרם נבדק,הוכח זיהום,לא,2006,,2020
224646,715190,20775,147,מפעל פולירם ,5007,מושב רם-און,,אחר,שוקם ויצא מכתב NFA,-,הוכח זיהום,------,2014,,2020
249180,712296,22805,29,תחנת דלק- דור אלון גני חוגה ,5004,כביש 90 בין צומת בית שאן לחמדיה,,תחנת תדלוק,יצא מכתב NFA ללא שיקום,טרם נבדק,הוכח זיהום,טרם נבדק,2012,,2020
245482,708667,22866,8,תחנת דלק- פז שלוחות (פרטית) (לא ברשימה),5001,בתוך קיבוץ שלוחות- תחנה פנימית,,תחנת תדלוק,בסקירה,חפירה וסילוק,הוכח זיהום,לא,2010,,2020
188975,692135,8235,34,אולם תצוגה מטורספורט,4303,רח' הקדר 43 אזור התעשייה נתניה,,מוסך אחר,שוקם ויצא מכתב NFA,חפירה וסילוק,הוכח זיהום,לא,2006,,2014
179760,629886,2203,61,"פז, צומת ראם",4302,צומת מסמיה,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,2013,,
189060,640895,4344,76,"טן רמלה משה ראשל""צ טן רמלה",4289,"רחוב היצירה. אזה""ת",,תחנת תדלוק,לפני סקירה,חפירה וסילוק,לא נבדק ויש חשד,טרם נבדק,,,
181845,640972,3799,30,"סד""ש, גבעת ברנר",4288,בפניה גבעת ברנר. 2 ק.מ דרומית לצומת בילו,,תחנת תדלוק,לפני סקירה,אין צורך בטיפול,הוכח זיהום,------,,,
189971,641107,4740,11,"דור אלון, מושב פתחיה",4287,מושב פתחיה   בכניסה למושב,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,כן,,,
182552,641167,3797,208,"טן + דלק, ביל.ו לשנות טו קרית עקרון",4286,"א""ת רחוב סנט גורג 14",,תחנת תדלוק,לפני סקירה,אחר,לא נבדק ויש חשד,כן,,,
175813,641279,4793,24,"דור אלון, שער יבנה",4285,רח שדרות העצמאות. כביש 42. אזור מלאכה,,תחנת תדלוק,בסקירה,אחר,לא נבדק ואין חשד,כן,2011,,
198651,641881,,,יונה אברך,4283,שעלבים (פנימית  נצ מרכז יישוב),,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,,,
177588,642738,3507,51,"דור אלון, גאליה",4282,מושב גאליה  ד.נ  עמק שורק,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,2013,,
179408,633900,4581,7,פז  חדשה  מזרח גדרה,4300,-,,תחנת תדלוק,לפני סקירה,אחר,------,כן,,,
178049,634986,3872,15,"דלק, גדרה דרום",4299,צומת כביש כנות - גדרה,,תחנת תדלוק,בשיקום,אחר,הוכח זיהום,כן,2010,,
186855,635375,3915,47,"דור אלון, מושב יסודות",4298,מושב יסודות  כביש 3  אלון,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
178530,636050,3876,"5,6,7","סונול, הבילויים אדמתי",4297,רחוב הרצל 4,,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,נבדק ולא נמצא זיהום,טרם נבדק,2012,,
178490,636159,3871,18,"סד""ש, הארבעה",4296,הרצל 3,,תחנת תדלוק,שוקם ויצא מכתב NFA,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
174545,636370,958,13,"דור אלון, קבוצת יבנה",4295,קיבוץ יבנה ד.נ אבטח,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,2011,,
180265,636515,,,יונה אברך,4294,קידרון (פנימית  נצ מרכז יישוב),,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
188700,643280,5439,10,"דור אלון, כביש 6 מזרח, גזר",4281,חוצה ישראל כביש  6 מזרח,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,2012,,
188650,643320,5439,10,"דור אלון, כביש 6 מערב, גזר",4280,חוצה ישראל כביש 6 מערב,,תחנת תדלוק,לפני סקירה,SVE,------,------,,,
182660,643655,3705,411412,"דור אלון, שעריים",4279,רח הרצל 68,,תחנת תדלוק,לפני סקירה,לא נדרש,------,לא,,,
182580,643680,3697,264,"פז, רמה ",4278,רח הרצל 41,,תחנת תדלוק,בסקירה,אחר,הוכח זיהום,כן,2010,,
179507,643928,3652,91,טן/מרקוס יעקב,4276,הגלגל 17 רחובות,,תחנת תדלוק,לפני סקירה,לא נדרש,הוכח זיהום,לא,,,
175235,643932,5741,2,"פז, רשף יבנה",4275,שדרות הסנהדרין  (דרך הים),,תחנת תדלוק,לפני סקירה,אחר,לא נבדק ואין חשד,כן,,,
174765,644200,5738,6,"דור אלון, מתנ.ח יבנה",4274,אזור תעשיה צפוני יבנה,,תחנת תדלוק,בשיקום,אחר,הוכח זיהום,כן,,,
182500,644600,3704,"624,733, 736, 737, 48, 316, 317, 318, 405, 406, 495, 497, 610, 612",מתחם רוטרי,4272,"מתחם, מערבית למקס נורדאו, מזרחית לרחוב הרצל, צפונית לרחוב אברהם מאפו ודרומית לרחוב בנימין ן- י.ל. פרץ ",,תחנת תדלוק,בסקירה,חפירה וסילוק,הוכח זיהום,לא,2008,,2014
180609,644639,3654,12,"דלק, דרך הים רחובות",4271,דרך הים 12,,תחנת תדלוק,בסקירה,לא נדרש,הוכח זיהום,לא,2013,,
180748,644794,3654,30,"סונול, דרך הים 3, רחובות",4269,"דרך הים, 3 ליד מגה",,תחנת תדלוק,לפני סקירה,אחר,נבדק ולא נמצא זיהום,כן,,,
185043,644882,3691,18,"סונל, סתריה",4268,דרך רמלה  רחובות   סתריה,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2008,,
180335,647825,3849,48,"סונול - ספרינט, פאוור-סנטר",4256,רח יצחק רבין. אזה.ת ב,,תחנת תדלוק,בסקירה,אחר,לא נבדק ואין חשד,כן,,,
196948,647852,5894,24,דלק מודיעין מערב,4255,השדרה המרכזית 24,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
188687,647879,4374,4,"סונול, מ. פרייס",4254,רחוב הרצל 131. פינת קלאוזנר,,תחנת תדלוק,בסקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
199139,647891,5898,13,פז,4253,"שדרות הרכס, אזור תעשייה מול בית הקברות",,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
181886,645716,3647,113,"פז, יד ויצמן",4267,הרצל 223 /מול מכון ויצמן ,,תחנת תדלוק,יצא מכתב NFA ללא שיקום,אחר,הוכח זיהום,כן,,,
201410,646375,5736,8,"דור אלון, מודיעין",4266,זכריה הנביא ,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,,,
181895,646430,3695,177,"דור אלון, רח' אופנהימר, רחובות",4265,רח' אופנהימר  10,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
181578,646680,3695,190,"סונול, רח' המדע 3, רחובות",4264,רח המדע 3 ,,תחנת תדלוק,בשיקום,אחר,לא נבדק ואין חשד,כן,,,
187742,647426,5932,4,פז בית מור,4260,בית מור ליד פיקוד העורף,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
200856,647506,5631,14,דלק ארז מודיעין,4259,כביש 433 מול שילת,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,2013,,
188499,647762,5798,7,"דלק , קלונזר רמלה",4258,קלוזנר 16  רמלה,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,2010,,
188639,647976,5615,17,"פז, רמלה (שרות)",4252,רח הרצל 117,,תחנת תדלוק,לפני סקירה,לא בוצע טיפול,נבדק ולא נמצא זיהום,לא,,,
188555,648007,5791,"4,12","פז, רמלה קטנה",4251,רח הרצל 128,,תחנת תדלוק,בשיקום,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
178582,648010,3471,10,"סונול, בית עובד",4250,בכניסה לבית עובד מכביש 42,,תחנת תדלוק,בשיקום,אחר,לא נבדק ויש חשד,כן,,,
181040,648495,3843,52,"דור אלון, נס ציונה",4249,ויצמן 37. ליד המרכז המסחרי קניותר,,תחנת תדלוק,בשיקום,אחר,הוכח זיהום,כן,2013,,
188260,648841,4345,35,"פז, א. אסא",4248,כביש עוקף רמלה - דרך ירושלים,,תחנת תדלוק,בשיקום,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
189700,648848,4342,2,"דלק, רח' אדרת רמלה",4247,רח' אדרת  צמוד לקניון,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ואין חשד,טרם נבדק,,,
189075,649017,4344,95,"סונול - ספרינט, ינה רמלה",4246,כביש 434. רמלה-לוד (כלא איילון),,תחנת תדלוק,בסקירה,טרם נבדק,לא נבדק ואין חשד,טרם נבדק,,,
189487,649035,4341,14,דור אלון,4245,רחוב דוכפית 1,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,2010,,
179132,649258,3740,19,"דור אלון,יונה אברך",4244,בתוך המושב,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,2006,,
189243,649275,4341,22,"סד""ש  שדרות ים",4243,כביש 434  רחוב ירושלים,,תחנת תדלוק,לפני סקירה,טרם נבדק,------,טרם נבדק,,,
184208,649304,4041,87,"דלק, באר יעקב / דלק פרח",4242,ע.י הישוב באר יעקב. דרך חיים 1,,תחנת תדלוק,בשיקום,טרם נבדק,הוכח זיהום,טרם נבדק,2002,,
189370,649475,4241,25,"פז, קואופ רמלה",4241,"פינת הרחובות (מדרום מזרח) דרך הרמ""א / יונה הנביא אזור תעשיייה, רמלה",,תחנת תדלוק,לפני סקירה,לא נדרש,הוכח זיהום,לא,,,
187348,649692,4349,188,סונול הבנים,4239,רח הרצל 6,,תחנת תדלוק,בשיקום,לא נדרש,הוכח זיהום,לא,,,
181250,650265,3631,103,"פז, מנחם",4238,כביש ראשל.צ-נס ציונה צומת גן הורדים,,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
179855,652810,3946,280,אגד תחנה ,4224,תחנה מרכית חדשה ראשון,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,2002,,
181870,653272,3929,223222231,"פז, עוז - ראשון לציון",4223,רח הרצל 15,,תחנת תדלוק,בסקירה,אחר,הוכח זיהום,כן,2013,,
182240,653720,3939,"253, 230",מתחם אגד - שמוטקין ראשון לציון,4222,"פינת הרחובות שמוטקין ופרימן, אזור מב""ת צפון, ראשון לציון",,אחר,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,2012,,2014
182500,654133,3941,50,"יעד, המפרש",4221,שמוטקין 38,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,,,
182444,654237,3942,97,שרותי אנרגיה,4220,שמוטקין 34,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
188707,650467,4027,16,"פז, יוספטל",4237,שד חטיבת יפתח 6,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
181396,650502,3632,66,"סונול - ספרינט, עטרת   מרדכי",4236,"דרך ראשל""צ-נס ציונה. צומת גן הורדים",,תחנת תדלוק,בסקירה,אחר,לא נבדק ויש חשד,כן,,,
184867,650510,3831,37,"סונול, באר יעקב",4235,האופן 6,,תחנת תדלוק,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,
186080,651788,4223,"21,22",דלק מתחם צריפין,4232,שוק סיטונאי,,תחנת תדלוק,לפני סקירה,SVE,הוכח זיהום,------,,,
190585,651920,3978,6,"דור אלון, אבא הילל סילבר, לוד",4230,אבא הלל סילבר,,תחנת תדלוק,לפני סקירה,אחר,נבדק ולא נמצא זיהום,לא,,,
190737,652460,3977,60,"פז, אבא הילל סילבר, לוד",4229,"אבא הילל סילבר 7, לוד",,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ואין חשד,טרם נבדק,,,
181517,652490,3933,116,טן ראשון לציון,4228,רחוב הרצל 79,,תחנת תדלוק,בשיקום,טרם נבדק,לא נבדק ואין חשד,טרם נבדק,,,
181473,652564,3934,19,"סונול - ספרינט, ברניצקי ראשל.צ",4227,רחוב הרצל 62 (ליד התחנה המרכזית),,תחנת תדלוק,בשיקום,אחר,לא נבדק ואין חשד,כן,2006,,
192226,654532,5716,98,"דור אלון, כפר טרומן",4218,"רח' האלה, כפר טרומן",,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
178510,655200,6097,191,"דור אלון, דקל הזהב",4211,רח נפתלי פלטין 1. ליד ראשון שוק,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,2013,,
191579,661611,7286,37,"טן, בארות יצחק",4193,פאור סנטר בארות יצחק   רח האורגים 7 נתניה טל 8851313,,תחנת תדלוק,שוקם ויצא מכתב NFA,אחר,נבדק ולא נמצא זיהום,כן,,,
195524,663200,,,יונה אברך,4191,נחשונים (פנימית  נצ מרכז יישוב),,תחנת תדלוק,שוקם ויצא מכתב NFA,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
178040,656615,6097,67,"פז, ראשונים",4203,"אליהו איתן 48. אזה""ת החדש",,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
183000,656825,6082,22,"דור אלון, בית דגן",4201,כביש ירושלים תל-אביב,,תחנת תדלוק,בשיקום,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
182876,657667,6795,46,"פז, התאומים",4200,משמר השבעה,,תחנת תדלוק,לפני סקירה,חפירה וסילוק,הוכח זיהום,כן,,,
190569,659245,6711,511,"דור אלון, יהוד",4198,אלטלף 1 יהוד,,תחנת תדלוק,בסקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
193950,659678,6299,39,"דור אלון, משה שרת 32, ראשל""צ",4197,משה שרת 32,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
193094,661124,,,יונה אברך,4194,רינתיה (פנימית  נצ מרכז יישוב),,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
