X,Y,Gush,Helka,Shem atar rashi,mispar siduri,ktuvet,Anaf peilut mezahamet,Peelut mezahemet,Matzav Minhali,Sug tipul,Status gas karka,Drisha lemigun mivnim,Moed thilat tipul,Moed sium tipul,Taarich idkun
186601,665809,6393,22,"דלק, רח' סיבים ",4183,"הסיבים 53, פתח תקווה",,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
187116,666228,6372,10,"פז, נווה עוז",4180,דרך יצחק רבין,,תחנת תדלוק,בסקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2013,,
188657,666300,6368,190,דור אלון הסיבים,4179,רחוב הסיבים 17,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
187475,666460,6372,166,"כיכר לאה -  הלסינקי 3 פ""ת",4174,"כיכר לאה - הלסינקי 3 פ""ת",,אחר,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,2014,,2014
190365,667130,6400,14,"פז, פתח תקוה צפון",4160,רח הירקונים 2,,תחנת תדלוק,בשיקום,טרם נבדק,לא נבדק ואין חשד,טרם נבדק,,,
187253,667143,6365,67,טן משה דיין,4158,גיסין אבשלום 71 פינת משה דיין,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
186670,666555,6360,220,"סונול מיקה, פ""ת, הסיבים 2",4170,הסיבים 2,,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
187980,666560,6366,"205, 204","מוסך ""דן""",4169,"דנקנר פינת ז'בוטינסקי, פתח תקווה",,מוסך רכב פרטי,"שוקם, ללא NFA",טרם נבדק,הוכח זיהום,טרם נבדק,2010,,2014
187285,666745,6365,"159,201,188,194,168,169,176,155,166,167,6",פארק דורי,4167,"פארק דורי - בין רחובות מוטה גור, זבוטנסקי, משה דיין ושמשון, פתח תקווה",,-,יצא מכתב NFA ללא שיקום,חפירה וסילוק,הוכח זיהום,לא,2007,,2014
187160,666866,6367,201,"דלק, משה דיין  פ""ת",4164,רחוב משה דיין 14  קניאל,,תחנת תדלוק,שוקם ויצא מכתב NFA,אחר,הוכח זיהום,כן,,,
186010,666880,6194,215,"פז,קרית אריה",4163,רח היצירה 8,,תחנת תדלוק,בסקירה,אחר,הוכח זיהום,כן,,,
187134,666913,6367,158,שנקר חברת דלק,4162,רחוב שנקר 15,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,2013,,
190298,667130,6355,297,"דור אלון, רד.ק פתח תקווה",4161,רחוב הירקונים 1,,תחנת תדלוק,בשיקום,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
187618,667177,6365,8,דור אלון באזל,4156,רחוב באזל 7 ליד טבע,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,2013,,
186780,667187,6364,39,יגיע כפיים 21 דור  אלון פארק דניב,4155,יגיע כפיים 21,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,2013,,
189204,667282,6361,489,דור אלון צומת גנים ,4152,צומת גנים כביש 483,,תחנת תדלוק,לפני סקירה,אחר,לא נבדק ואין חשד,כן,,,
189545,667458,6356,73,"סד""ש בן דרור מרדכי ",4150,בן דרור מרדכי ליד אצטדיון,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
178914,662655,6948,78+79,הקונגרס 20+22 תל אביב,7267,הקונגרס 20+22 תל אביב,,שפכים אחר,בסקירה,אחר,לא נבדק ויש חשד,לא,2014,,11.05.2020
196790,668988,9081,89,"סונול,  כפר קאסם",4126,בכניסה דרומית (ראשית) לכפר קאסם,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
191100,669233,6348,"51,72","פז, שיאונה",4125,מחלף ירקון. בכניסה לכפר הבפטיסטים,,תחנת תדלוק,"שוקם, ללא NFA",אחר,הוכח זיהום,כן,2012,,
197380,669300,8871,41,"גל, כפר קאסם",4124,"א-סולטאני פינת אל-אקצא, צפונית לכביש 5050",,תחנת תדלוק,לפני סקירה,אחר,לא נבדק ואין חשד,כן,,,
198988,669426,8880,"36,47","דור אלון א""ת מזרחי",4123,"א""ת מזרחי רח' כדרומית לכביש 5050 כפר קאסם",,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,,,
192300,671560,6822,62,דור אלון נווה ירק,4120,נווה ירק,,תחנת תדלוק,לפני סקירה,אחר,לא נבדק ואין חשד,כן,2013,,
194598,675372,8546,69,יונה אברך (דור אלון),4108,נוה ימין,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,,,
193073,675394,7614,39,דלק ביסקויט,4107,"רחוב התע""ש 2 אזור תעשייה",,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2005,,
193035,675420,7614,"28,29","דור אלון, כפר סבא",4106,התעש 1 ,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
195157,672500,7584,6,"פז, חגור",4118,צומת קיבוץ חורשים,,תחנת תדלוק,שוקם ויצא מכתב NFA,אחר,הוכח זיהום,כן,2011,,
190247,673177,6456,28,"דלק, הוד השרון",4117,דרך השרון 89,,תחנת תדלוק,בשיקום,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
192595,673550,6657,305,"דלק, הפטיש,  הוד השרון",4114,הפטיש  12  הוד השרון,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
195172,673565,8551,10,"דור אלון, שדי חמד",4113,"מערבית לכביש 444, כניסה לשדי חמד",,תחנת תדלוק,לפני סקירה,טרם נבדק,נבדק ולא נמצא זיהום,טרם נבדק,,,
193367,674779,7615,13,פז,4110,רח עתירי ידע 14 א.ת מזרח,,תחנת תדלוק,לפני סקירה,לא נדרש,לא נבדק ואין חשד,לא,,,
190015,675575,6427,420,"טן, רח' השרון כפר סבא",4104,השרון 10 ליד קניון מרכז שרונה,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,,,
198280,675915,,,"פז, טל - עופרה",4099,צומת טל (כביש 55/דרך תבור) כניסה לאלפי מנשה,,תחנת תדלוק,שוקם ויצא מכתב NFA,לא נדרש,הוכח זיהום,לא,,,
190600,676040,6426,193,"סונול, כפר סבא",4098,ויצמן 20,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
193443,676144,7606,208,"פז, איצטדיון",4097,"רח תע""ש 32 דרך הפועל",,תחנת תדלוק,לפני סקירה,אחר,לא נבדק ואין חשד,טרם נבדק,,,
209907,676205,,,"פז, פנינת השומרון",4096,קרני שומרון (ליד כביש 55),,תחנת תדלוק,יצא מכתב NFA ללא שיקום,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
189755,676420,6427,67,"סונול, צומת  רעננה",4095,צומת רעננה. כביש חיפה הישן,,תחנת תדלוק,שוקם ויצא מכתב NFA,לא נדרש,לא נבדק ואין חשד,טרם נבדק,,,
192333,676862,6432,107,"פז, שרונים",4094,רח בן יהודה,,תחנת תדלוק,יצא מכתב NFA ללא שיקום,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
185545,677555,7650,306,"דלק, מעינות שמחה",4092,בצומת הרחובות ויצמן - דרך הפארק,,תחנת תדלוק,בשיקום,חפירה וסילוק,------,------,,,
192896,677558,,,יונה אברך,4091,צופית (פנימית  נצ מרכז יישוב),,תחנת תדלוק,לפני סקירה,לא נדרש,לא נבדק ואין חשד,לא,,,
190020,677588,7621,433,"סונול, כפר סבא צפון",4090,שדרות מנחם בגין. 200 מטר לפני צומת רכ.ס,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,2013,,
191546,677801,7620,105,"דור אלון, גן חיים",4089,כ- 70 מטרים אחרי הכניסה למושב,,תחנת תדלוק,בסקירה,מחמצנים,הוכח זיהום,------,,,
188691,677975,7662,13,תחנת תדלוק יעד,4086,רחוב היצירה 5,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
183370,678655,6675,25,"גל, רשפון",4085,בכניסה למושב,,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
191756,678963,,,יונה אברך,4084,שדה ורבורג (פנימית  נצ מרכז יישוב),,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,2013,,
215100,679438,,,"סונול, תחנת דלק קדומים ",4083,כביש כניסה לקדומים,,תחנת תדלוק,לפני סקירה,אחר,לא נבדק ויש חשד,כן,,,
188473,680140,8976,14,דור אלון,4081,בצרה,,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
189101,680737,7738,94,"דור אלון, בני ציון",4079,כביש 5511 בכניסה לבני ציון מכביש 4,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
198511,680776,8906,35,"פז, כוכב יאיר",4078,כביש 444. בכניסה לצור יגאל,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,------,,,
194726,681657,7777,37,"אבו טארק, טירה",4077,כפר טירה . כפר סבא,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,,,
194917,681795,7776,24,"פז, טירה",4076,כפר טירה ליד כפר סבא ליד המוביל הארצי,,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2013,,
198470,682075,7732,22,בנזול טירה,4075,צומת טירה,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2013,,
189665,683342,7785,152,"סד""ש, תל מונד",4074,תל מונד,,תחנת תדלוק,שוקם ויצא מכתב NFA,אחר,------,כן,,,
192140,683865,7789,"23,24","דור אלון, תל מונד",4071,רח' הדקל 8 תל מונד,,תחנת תדלוק,שוקם ויצא מכתב NFA,אחר,הוכח זיהום,כן,,,
184727,683969,8952,22,"דור אלון, יקום",4070,בכניסה לקיבוץ יקום (כביש 2),,תחנת תדלוק,בשיקום,אחר,לא נבדק ואין חשד,כן,,,
189883,684194,7795,37,דלק הנצח ,4069,מקביל כביש 4 בכניסה דרומית לתל מונד,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
199804,684715,7839,38,שפע באל אנרגיה,4068,כביש 444 ליד משטרה,,תחנת תדלוק,שוקם ויצא מכתב NFA,אחר,הוכח זיהום,כן,2014,,
200001,685124,7833,10,"סונול, טייבה",4066,כביש 444. בכניסה הדרומית לטייבה,,תחנת תדלוק,בשיקום,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
190280,685185,7796,124,"דלק, דרור",4065,מרכז זקס. בכביש למחלף פולג,,תחנת תדלוק,בשיקום,אחר,הוכח זיהום,------,,,
193815,685653,,,יונה אברך,4063,עין ורד (פנימית  נצ מרכז יישוב),,תחנת תדלוק,שוקם ויצא מכתב NFA,חפירה וסילוק,הוכח זיהום,------,,,
193649,685875,7818,41,פז עין ורד,4062,עין ורד,,תחנת תדלוק,לפני סקירה,לא בוצע טיפול,הוכח זיהום,כן,,,
185763,685970,,,יונה אברך,4061,אודים (פנימית  נצ מרכז יישוב),,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,,,
200504,686340,7846,1,"דלק, טייבה",4060,בכניסה הצפונית לטייבה,,תחנת תדלוק,שוקם ויצא מכתב NFA,אחר,הוכח זיהום,כן,2011,,
186880,686820,7962,45,תחנת תדלוק פנימית - מפעל טמפו,4057,"אזור תעשייה קרית ספיר,  תחנת תדלוק בתוך מתחם טמפו - בצידו המזרחי , המתחם ממוקם צפונית לכביש 553 מזרחית לכביש 2",,תחנת תדלוק,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,2006,,2014
187110,687135,7962,47,"דלק, גיבורי ישראל נתניה",4054,גיבורי  ישראל 5,,תחנת תדלוק,לפני סקירה,שאיבת עדשה,הוכח זיהום,------,,,
200775,687475,7286,11,"פז, טייבה (גוש 7826)",4051,טייבה    ליד מחסום גוש 7826 כביש 444,,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,2013,,
190090,687880,7937,"55,56",פז הדסים,4048,כניסה להדסים,,תחנת תדלוק,שוקם ויצא מכתב NFA,אחר,הוכח זיהום,כן,2013,,
198985,687920,7861,"33,44","בנזול, קלנסווה",4047,בכניסה לכפר,,תחנת תדלוק,שוקם ויצא מכתב NFA,חפירה וסילוק,------,------,,,
198600,688205,7862,"3,13",דלק ניצני עוז,4046,כביש פנימי קלנסואה,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,
190606,688255,8034,75,"פז, קדימה",4045,צפונת לצומת הדסים (כביש 4),,תחנת תדלוק,בשיקום,אחר,הוכח זיהום,כן,2010,,
187220,687339,7962,14,"הבונים 9, נתניה",7270,הבונים 9,,מתכת,בסקירה,חפירה וסילוק,הוכח זיהום,לא,2014,,2020
187209,688378,7940,115,דלק הגביש ברכת חנון,4043,רחוב גביש  6  אזור תעשייה דרומי,,תחנת תדלוק,לפני סקירה,SVE,הוכח זיהום,------,,,
198600,689169,7870,16,"סונול, קלנסוואה",4042,כביש 444 תכרורי,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,,,
190870,690770,8220,25,"פז, נורדיה",4038,כביש בית ליד-רעננה,,תחנת תדלוק,יצא מכתב NFA ללא שיקום,אחר,הוכח זיהום,כן,2013,,
188009,690963,9086,11,"פז, רח' גשר הארי, נתניה",4037,"רחוב גשר האר""י",,תחנת תדלוק,לפני סקירה,לא נדרש,לא נבדק ואין חשד,טרם נבדק,,,
218160,632480,30261,"196,167,201",חיבור פרבשטיין,7278,רח' פרבשטיין,,מתכת,חקירה,אחר,לא נבדק ואין חשד,כן,,,
188410,691365,8236,77,הרכב 3,4033,"רח' הרכב 3, התניה",,מוסך רכב פרטי,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,2014,,2014
185830,691545,8253,236,דלק נתניה,4031,נתניה דרום. ליד מלון כרמל,,תחנת תדלוק,לפני סקירה,לא נדרש,לא נבדק ואין חשד,לא,,,
188400,691730,8236,26,מוסך שיא נתניה,4030,"רח' האורג פינת פנקס, א""ת קרית אליעזר, נתניה",,מוסך רכב פרטי,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,2008,,2014
187600,691925,8233,374,"פז, צומת נתניה",4029,כביש חיפה - ת.א. צומת נתניה,,תחנת תדלוק,בשיקום,חפירה וסילוק,נבדק ולא נמצא זיהום,לא,,,
193280,691955,8147,"62,63","סונול, מבוא שומרון",4028,כביש טול-כרם,,תחנת תדלוק,שוקם ויצא מכתב NFA,אחר,לא נבדק ויש חשד,כן,,,
189115,692130,8235,39,"דור אלון, ותיקים, א""ת נתניה (דור אלון מקסיקו)",4025,א.ת. רח' דגניה 2,,תחנת תדלוק,לפני סקירה,אחר,לא נבדק ואין חשד,כן,,,
187575,692385,8233,64,"פז, עוז - נתניה",4021,הרצל 102,,תחנת תדלוק,בסקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2012,,
199752,695170,8444,112,"רה סול, חכמון",4013,בסוף הכביש הראשי,,תחנת תדלוק,לפני סקירה,לא נדרש,לא נבדק ואין חשד,לא,,,
193605,695480,,,בית הלוי,4012,בית הלוי (פנימית  נצ מרכז יישוב),,תחנת תדלוק,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,,,
191518,696049,8358,32,"דור אלון, משמר השרון",4011,צומת העוגן.כביש 4,,תחנת תדלוק,בשיקום,אחר,הוכח זיהום,כן,,,
219618,628580,30131,42,"תחנת תדלוק, סטי אנרגיה בע""מ",3164,"האומן 38, ירושלים",,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,הוכח זיהום,טרם נבדק,,,
